rn,model_type,game_id,play_id,nfl_id,player_name,player_position,frame_id,pred_x,pred_y,gt_x,gt_y,error_l2,rmse,rmse_squared
15,neural_net,2023091005,2670,44851,Marcus Maye,FS,6,45.02768325805664,28.63834953308105,46.08,30.52,2.15591720736919,1.5244636770075184,2.3239895025152832
16,neural_net,2023091005,2670,44851,Marcus Maye,FS,7,45.15617370605469,29.195695877075195,46.38,31.28,2.4170383684569985,1.7091042207240126,2.9210372372966344
17,neural_net,2023091005,2670,44851,Marcus Maye,FS,8,45.34334182739258,29.79861640930176,46.7,32.01,2.594366740172245,1.834494314860632,3.365369391255979
18,neural_net,2023091005,2670,44851,Marcus Maye,FS,9,45.62240982055664,30.08743476867676,47.02,32.71,2.9717178032616194,2.1013218104590816,4.415553351111033
19,neural_net,2023091005,2670,44851,Marcus Maye,FS,10,45.8723030090332,30.64377784729004,47.34,33.37,3.096194710159476,2.1893402754276825,4.793210841609761
20,neural_net,2023091007,2036,46968,Josh Woods,MLB,1,80.91053009033203,17.743539810180664,79.99,18.22,1.036527838357168,0.7329358633909872,0.5371949798446918
21,neural_net,2023091007,2036,46968,Josh Woods,MLB,2,80.819580078125,17.870027542114258,79.94,18.78,1.2655872107227562,0.8949052988850289,0.8008554939725029
22,neural_net,2023091007,2036,46968,Josh Woods,MLB,3,80.68107604980469,18.132349014282227,79.88,19.37,1.4742804346591825,1.0424736927181588,1.0867514000094345
23,neural_net,2023091007,2036,46968,Josh Woods,MLB,4,80.57671356201172,18.36624336242676,79.78,19.98,1.7997119172815124,1.2725885008920002,1.6194814926025485
24,neural_net,2023091007,2036,46968,Josh Woods,MLB,5,80.54141235351562,18.623201370239254,79.67,20.58,2.142059842136337,1.5146650400819894,2.2942101836465745
25,neural_net,2023091007,2036,46968,Josh Woods,MLB,6,80.42922973632812,18.80793190002441,79.54,21.19,2.5426320923191934,1.7979123945414417,3.23248897844574
26,neural_net,2023091007,2036,46968,Josh Woods,MLB,7,80.39654541015625,18.993894577026367,79.44,21.75,2.91737831352666,2.062897988781275,4.25554811211783
27,neural_net,2023091008,3377,54487,Quay Walker,OLB,1,75.04923248291016,17.880163192749023,74.63,18.61,0.8416754956307785,0.5951544505190718,0.3542088199726583
28,neural_net,2023091008,3377,54487,Quay Walker,OLB,2,74.91893768310547,17.954578399658203,74.53,18.76,0.8944140403843137,0.6324462331442068,0.3999882378182963
29,neural_net,2023091008,3377,54487,Quay Walker,OLB,3,74.77084350585938,18.097848892211918,74.43,18.95,0.9177885410000312,0.6489745010364298,0.421167902995483
30,neural_net,2023091008,3377,54487,Quay Walker,OLB,4,74.69609069824219,18.16133689880371,74.32,19.18,1.0858723345970012,0.7678276912964073,0.5895593635215709
31,neural_net,2023091008,3377,54487,Quay Walker,OLB,5,74.62617492675781,18.311922073364254,74.21,19.45,1.2117850208503915,0.8568614055835938,0.734211468378692
32,neural_net,2023091008,3377,54487,Quay Walker,OLB,6,74.51335144042969,18.41244506835937,74.09,19.76,1.412490968432316,0.9987819421432444,0.9975653679514312
33,neural_net,2023091008,3377,54487,Quay Walker,OLB,7,74.48522186279297,18.512287139892575,73.96,20.1,1.6723307481793837,1.1825164124244147,1.3983450656531085
34,neural_net,2023091008,3377,54487,Quay Walker,OLB,8,74.37140655517578,18.68796157836914,73.84,20.47,1.859584325340582,1.3149246866365365,1.7290269315261937
35,neural_net,2023091008,3377,54487,Quay Walker,OLB,9,74.28877258300781,18.575157165527344,73.73,20.86,2.352176349205616,1.6632398470699072,2.7663667888811285
36,neural_net,2023091008,3377,54487,Quay Walker,OLB,10,74.17362976074219,18.58528709411621,73.61,21.27,2.74323930677097,1.939763116235237,3.762680947106636
37,neural_net,2023091009,2546,54580,Damarri Mathis,CB,1,92.67768096923828,45.062286376953125,96.02,47.09,3.909311837201252,2.764300909857845,7.641359520240912
38,neural_net,2023091009,2546,54580,Damarri Mathis,CB,2,92.66820526123048,45.375221252441406,95.86,47.37,3.7638671477814247,2.6614559836815146,7.083347953074139
39,neural_net,2023091009,2546,54580,Damarri Mathis,CB,3,93.08745574951172,45.58311080932617,95.61,47.68,3.2802703811783904,2.319501430656621,5.380086886818111
40,neural_net,2023091009,2546,54580,Damarri Mathis,CB,4,93.3813018798828,45.59982299804688,95.31,48.02,3.094694356366459,2.1882793650864616,4.788566579663208
41,neural_net,2023091009,2546,54580,Damarri Mathis,CB,5,93.6103057861328,45.75754928588867,94.95,48.37,2.935929038708191,2.076015332353064,4.309839660165001
42,neural_net,2023091009,2546,54580,Damarri Mathis,CB,6,93.68426513671876,45.958866119384766,94.55,48.73,2.9032188752820947,2.0528857539807506,4.214339918897115
43,neural_net,2023091009,2546,54580,Damarri Mathis,CB,7,93.80042266845705,46.09310531616211,94.11,49.1,3.022789070361649,2.1374346497493018,4.56862688194892
44,neural_net,2023091009,2546,54580,Damarri Mathis,CB,8,94.39260864257812,46.42265319824219,93.63,49.48,3.1510222798250034,2.228109221734155,4.964470703976781
45,neural_net,2023091009,2546,54580,Damarri Mathis,CB,9,94.33016967773438,46.461692810058594,93.14,49.86,3.600693769123639,2.546074981123474,6.482497809502898
46,neural_net,2023091009,2546,54580,Damarri Mathis,CB,10,94.92313385009766,46.74984359741211,92.62,50.24,4.181580711404587,2.956824077113051,8.742808622995447
47,neural_net,2023091011,766,47834,A.J. Brown,WR,1,96.4823760986328,42.69560241699219,97.32,43.87,1.4425059733381218,1.020005755649487,1.0404117415580811
48,neural_net,2023091011,766,47834,A.J. Brown,WR,2,96.63404083251952,43.20570373535156,97.74,44.29,1.5488202186388944,1.0951812794383935,1.1994220348323166
49,neural_net,2023091011,766,47834,A.J. Brown,WR,3,97.08355712890624,43.6400032043457,98.11,44.75,1.511845843325961,1.0690364479244816,1.1428389269909929
50,neural_net,2023091011,766,47834,A.J. Brown,WR,4,97.38106536865234,43.9733772277832,98.42,45.26,1.6537180310440849,1.169355233921738,1.3673916631001624
51,neural_net,2023091011,766,47834,A.J. Brown,WR,5,97.6960906982422,44.23092651367188,98.67,45.81,1.8552553471894,1.311863636830227,1.7209862016374298
52,neural_net,2023091011,766,47834,A.J. Brown,WR,6,97.90245056152344,44.70299911499024,98.86,46.38,1.9311221855310772,1.365509592688811,1.8646164477251623
53,neural_net,2023091011,766,47834,A.J. Brown,WR,7,98.14446258544922,45.02572250366211,99.01,46.96,2.1190999147813776,1.4984299197537472,2.2452922244132214
54,neural_net,2023091011,766,47834,A.J. Brown,WR,8,98.79259490966795,45.53440475463867,99.1,47.55,2.0389021758498425,1.4417215547194302,2.0785610413426108
55,neural_net,2023091011,766,47834,A.J. Brown,WR,9,98.9189910888672,45.906646728515625,99.15,48.15,2.2552159581074296,1.5946784970178804,2.542999508851206
56,neural_net,2023091011,766,47834,A.J. Brown,WR,10,99.49371337890624,46.36772155761719,99.16,48.76,2.415442146926843,1.7079755216557635,2.9171803825752773
57,neural_net,2023091400,56,52613,Josh Metellus,SS,1,73.63124084472656,34.482444763183594,73.17,35.51,1.1263271645276465,0.796433575872115,0.634306440776444
58,neural_net,2023091400,56,52613,Josh Metellus,SS,2,73.41324615478516,34.68223190307617,73.02,35.71,1.1004316422694067,0.7781226764809465,0.6054748996538717
59,neural_net,2023091400,56,52613,Josh Metellus,SS,3,73.3183364868164,34.89052200317383,72.9,35.95,1.1390781544567925,0.8054498873178556,0.6487495209803463
60,neural_net,2023091400,56,52613,Josh Metellus,SS,4,73.1143798828125,35.01652526855469,72.8,36.23,1.2535372489772567,0.8863846892217477,0.7856778172867344
61,neural_net,2023091400,56,52613,Josh Metellus,SS,5,73.04476928710938,35.24689865112305,72.74,36.53,1.3187999809884057,0.9325324095855916,0.8696166949275096
62,neural_net,2023091400,56,52613,Josh Metellus,SS,6,72.986083984375,35.468875885009766,72.69,36.86,1.422284088749761,1.0057067239286854,1.0114460145553692
63,neural_net,2023091400,56,52613,Josh Metellus,SS,7,72.90701293945312,35.64695739746094,72.65,37.22,1.593900461273914,1.1270578247031509,1.2702593402245983
64,neural_net,2023091400,56,52613,Josh Metellus,SS,8,72.81193542480469,35.8835563659668,72.62,37.6,1.7271415564765005,1.2212735066536218,1.491508978054034
65,neural_net,2023091400,56,52613,Josh Metellus,SS,9,72.50460815429688,36.10708236694336,72.6,37.99,1.885332442064868,1.3331313545750616,1.7772392085511386
66,neural_net,2023091400,56,52613,Josh Metellus,SS,10,72.39544677734375,36.3609733581543,72.58,38.37,2.017485548805398,1.4265777125061605,2.0351239698193093
67,neural_net,2023091700,1984,46087,Jaire Alexander,CB,1,9.091253280639648,7.316462993621826,7.7,6.84,1.4705790271799937,1.0398564023896897,1.0813013375908282
68,neural_net,2023091700,1984,46087,Jaire Alexander,CB,2,9.01926326751709,7.033237457275391,7.65,6.61,1.4331824172144014,1.013413005889631,1.0270059205062572
69,neural_net,2023091700,1984,46087,Jaire Alexander,CB,3,8.781449317932129,6.688033103942871,7.63,6.47,1.1719103917029356,0.8286657849161289,0.6866869830906639
70,neural_net,2023091700,1984,46087,Jaire Alexander,CB,4,8.595703125,6.560308456420898,7.62,6.43,0.9843662336496324,0.6960520389847166,0.4844884409747814
71,neural_net,2023091700,1984,46087,Jaire Alexander,CB,5,8.517461776733398,6.165685653686523,7.64,6.48,0.9320583017851412,0.6590647456534908,0.4343663389633005
72,neural_net,2023091700,1984,46087,Jaire Alexander,CB,6,8.302162170410156,5.861732006072998,7.65,6.6,0.985066052288416,0.6965468854898011,0.4851775636855421
73,neural_net,2023091700,1984,46087,Jaire Alexander,CB,7,8.156206130981445,5.339996337890625,7.68,6.79,1.5261988400319653,1.0791855492256457,1.164641449657458
74,neural_net,2023091700,1984,46087,Jaire Alexander,CB,8,8.021403312683105,5.080628395080566,7.7,7.03,1.975689688050693,1.3970235759409797,1.9516748717349215
75,neural_net,2023091701,2616,44976,Matt Milano,OLB,1,58.14336395263672,34.441219329833984,56.07,35.75,2.451885993004887,1.7337452123500676,3.005872461346781
76,neural_net,2023091701,2616,44976,Matt Milano,OLB,2,58.03403854370117,34.41706466674805,56.31,35.58,2.079597915341588,1.4704977880794443,2.1623637447465383
77,neural_net,2023091701,2616,44976,Matt Milano,OLB,3,57.86408615112305,34.3798942565918,56.56,35.44,1.680614434294187,1.1883738630494132,1.4122324383789857
78,neural_net,2023091701,2616,44976,Matt Milano,OLB,4,57.78987121582031,34.342552185058594,56.8,35.32,1.3911323642426408,0.9836791282840456,0.9676246274216598
79,neural_net,2023091701,2616,44976,Matt Milano,OLB,5,57.69894027709961,34.3925666809082,57.04,35.21,1.049952151264782,0.7424282860807311,0.5511997599727718
80,neural_net,2023091701,2616,44976,Matt Milano,OLB,6,57.728797912597656,34.411224365234375,57.28,35.12,0.8389174374093219,0.5932042088477726,0.3518912333947118
81,neural_net,2023091701,2616,44976,Matt Milano,OLB,7,57.60633087158203,34.332740783691406,57.49,35.02,0.6970352229867163,0.4928783328997844,0.2429290510420707
82,neural_net,2023091701,2616,44976,Matt Milano,OLB,8,57.55581665039063,34.37215042114258,57.68,34.92,0.56174786637286,0.3972157256293238,0.1577803326872302
83,neural_net,2023091701,2616,44976,Matt Milano,OLB,9,57.33882522583008,34.456787109375,57.86,34.84,0.6468966414909257,0.4574250019250365,0.2092376323861196
84,neural_net,2023091703,4326,47803,Noah Fant,TE,1,64.86270904541016,37.941017150878906,63.53,38.79,1.5801535614679405,1.1173372986300545,1.2484426389099077
85,neural_net,2023091703,4326,47803,Noah Fant,TE,2,64.75324249267578,38.38752365112305,63.53,39.33,1.5442097862920323,1.0919212114617256,1.1922919320400425
86,neural_net,2023091703,4326,47803,Noah Fant,TE,3,64.681640625,38.789188385009766,63.56,39.86,1.5507144180823167,1.0965206807097572,1.2023576032241892
87,neural_net,2023091703,4326,47803,Noah Fant,TE,4,64.46785736083984,39.16548156738281,63.61,40.39,1.4951135887839284,1.0572049572732711,1.117682321683179
88,neural_net,2023091703,4326,47803,Noah Fant,TE,5,64.41165161132812,39.64777755737305,63.68,40.9,1.450301736252719,1.0255181924709214,1.0516875630888256
89,neural_net,2023091703,4326,47803,Noah Fant,TE,6,64.44746398925781,40.1587142944336,63.76,41.38,1.4014797576658429,0.9909958403411968,0.9820727555735548
90,neural_net,2023091703,4326,47803,Noah Fant,TE,7,64.29399108886719,40.59288787841797,63.85,41.83,1.3143722792111296,0.929401551633808,0.8637872441793298
91,neural_net,2023091703,4326,47803,Noah Fant,TE,8,64.17070770263672,41.13022613525391,63.95,42.23,1.1217015840149864,0.7931627965246887,0.6291072217908648
92,neural_net,2023091704,2792,52442,Michael Pittman,WR,1,46.83946228027344,35.911598205566406,45.01,36.63,1.965460091985768,1.3897901591946722,1.9315166865943525
93,neural_net,2023091704,2792,52442,Michael Pittman,WR,2,46.48393630981445,35.9023323059082,44.78,36.6,1.841233054038369,1.3019483782553476,1.6950695796417297
94,neural_net,2023091704,2792,52442,Michael Pittman,WR,3,46.22266006469727,35.82033157348633,44.58,36.59,1.8140346123829243,1.282716175723076,1.6453607874616334
95,neural_net,2023091704,2792,52442,Michael Pittman,WR,4,45.979583740234375,35.8017463684082,44.4,36.61,1.7743614979462752,1.2546630474741314,1.5741793626970744
96,neural_net,2023091704,2792,52442,Michael Pittman,WR,5,45.84661865234375,35.735679626464844,44.24,36.66,1.853534905792444,1.310647101051806,1.7177958234955029
97,neural_net,2023091704,2792,52442,Michael Pittman,WR,6,45.51505279541016,35.65632247924805,44.11,36.73,1.768320326314763,1.2503912940471775,1.5634783882289751
98,neural_net,2023091704,2792,52442,Michael Pittman,WR,7,45.41489791870117,35.57488250732422,43.97,36.84,1.9204823002936648,1.3579860576863898,1.8441261328706229
99,neural_net,2023091706,676,52458,Jaylon Johnson,CB,1,66.58008575439453,12.52065086364746,67.57,12.8,1.0285748167408828,0.7273122278751886,0.5289830768167703
100,neural_net,2023091706,676,52458,Jaylon Johnson,CB,2,66.88017272949219,12.557150840759276,68.07,13.18,1.3429929295461425,0.9496394075676644,0.9018150044054648
101,neural_net,2023091706,676,52458,Jaylon Johnson,CB,3,67.2939682006836,12.765131950378418,68.55,13.62,1.5193469857665194,1.0743405566108468,1.1542076315789045
102,neural_net,2023091706,676,52458,Jaylon Johnson,CB,4,67.2944564819336,13.27595329284668,68.96,14.11,1.8627047861339423,1.3171311856239485,1.7348345601431483
103,neural_net,2023091706,676,52458,Jaylon Johnson,CB,5,67.59746551513672,13.36308765411377,69.34,14.64,2.1603082118101646,1.5275685860239516,2.3334657850072147
104,neural_net,2023091706,676,52458,Jaylon Johnson,CB,6,67.8243408203125,13.547154426574709,69.65,15.21,2.4694304690428823,1.746151030328899,3.049043420718676
105,neural_net,2023091706,676,52458,Jaylon Johnson,CB,7,68.14303588867188,13.8206787109375,69.9,15.83,2.669137488248748,1.8873652178599185,3.562147465587417
106,neural_net,2023091706,676,52458,Jaylon Johnson,CB,8,68.25025177001953,14.151667594909668,70.09,16.49,2.975310401691193,2.1038621611707136,4.426235993205905
107,neural_net,2023091706,676,52458,Jaylon Johnson,CB,9,68.58055114746094,14.167474746704102,70.21,17.17,3.41617643861093,2.415601525471498,5.835130729860228
108,neural_net,2023091706,676,52458,Jaylon Johnson,CB,10,68.94515991210938,14.321850776672363,70.27,17.89,3.806164754502313,2.691364908221816,7.243445069207825
109,neural_net,2023091706,3129,52451,Cole Kmet,TE,1,36.167442321777344,17.26228904724121,37.14,18.91,1.9133268987057912,1.3529264247014916,1.830409910655561
110,neural_net,2023091706,3129,52451,Cole Kmet,TE,2,36.34354782104492,17.103342056274414,37.23,18.72,1.843740863729292,1.3037216674937246,1.699690186292618
111,neural_net,2023091706,3129,52451,Cole Kmet,TE,3,36.507774353027344,16.938961029052734,37.27,18.49,1.7282100064228412,1.2220290148560378,1.493354913150018
112,neural_net,2023091706,3129,52451,Cole Kmet,TE,4,36.587799072265625,16.795804977416992,37.25,18.26,1.606977639187654,1.1363047858847393,1.2911885664245633
113,neural_net,2023091706,3129,52451,Cole Kmet,TE,5,36.8238639831543,16.61191749572754,37.21,18.01,1.4504260450840734,1.0256060920885333,1.051867856129113
114,neural_net,2023091706,3129,52451,Cole Kmet,TE,6,36.92291259765625,16.49893569946289,37.13,17.78,1.297694468786902,0.9176085587874928,0.8420054671600596
115,neural_net,2023091706,3129,52451,Cole Kmet,TE,7,37.06659698486328,16.37738037109375,37.05,17.55,1.17273707795174,0.829250340368572,0.6876561270013926
116,neural_net,2023091706,3129,52451,Cole Kmet,TE,8,37.410945892333984,16.188159942626953,36.96,17.34,1.2369671440996468,0.8746678556978176,0.7650438577910182
117,neural_net,2023091706,3129,52451,Cole Kmet,TE,9,37.43132019042969,16.033069610595703,36.88,17.16,1.2545620968841456,0.8871093661263938,0.7869630274691722
118,neural_net,2023091706,3129,52451,Cole Kmet,TE,10,37.799800872802734,15.902502059936523,36.82,17.02,1.486207050309987,1.050907083521448,1.1044056981955557
119,neural_net,2023091707,948,55181,Tre Avery,CB,1,65.36309051513672,40.6962890625,68.02,43.28,3.706039694783851,2.620565799528184,6.867365109656791
120,neural_net,2023091707,948,55181,Tre Avery,CB,2,65.39020538330078,40.59645462036133,67.88,43.06,3.5025894807818183,2.476704773573492,6.134066535441723
121,neural_net,2023091707,948,55181,Tre Avery,CB,3,65.5948715209961,40.47987747192383,67.67,42.79,3.10528972868847,2.195771424704552,4.821412149549056
122,neural_net,2023091707,948,55181,Tre Avery,CB,4,65.83199310302734,40.20416259765625,67.4,42.5,2.780200533586441,1.9658986503574305,3.864757503477167
123,neural_net,2023091707,948,55181,Tre Avery,CB,5,65.94707489013672,40.17181396484375,67.1,42.18,2.3156095225123394,1.6373831959486185,2.681023730374912
124,neural_net,2023091707,948,55181,Tre Avery,CB,6,65.98503112792969,39.92107391357422,66.79,41.84,2.0809258060218148,1.4714367485841071,2.1651261050837696
125,neural_net,2023091707,948,55181,Tre Avery,CB,7,66.16319274902344,39.80326843261719,66.46,41.48,1.7027986649308464,1.2040604829680013,1.4497616466451364
126,neural_net,2023091707,948,55181,Tre Avery,CB,8,66.39098358154297,39.75386047363281,66.14,41.1,1.3693372056043085,0.968267623813844,0.9375421913261076
127,neural_net,2023091707,2523,43334,Derrick Henry,RB,1,32.266693115234375,38.50873565673828,32.5,39.51,1.0280867607193265,0.7269671201527472,0.5284811937831788
128,neural_net,2023091707,2523,43334,Derrick Henry,RB,2,32.35308074951172,38.89760971069336,32.77,39.97,1.150583588457132,0.8135854577199898,0.6619212970134453
129,neural_net,2023091707,2523,43334,Derrick Henry,RB,3,32.63068008422852,39.23369216918945,33.06,40.42,1.2616028929581866,0.8920879607752997,0.7958209297602327
130,neural_net,2023091707,2523,43334,Derrick Henry,RB,4,32.70411682128906,39.580936431884766,33.36,40.86,1.4374235128853416,1.0164119133982137,1.0330931776978178
131,neural_net,2023091707,2523,43334,Derrick Henry,RB,5,32.911495208740234,39.83360290527344,33.66,41.28,1.628595707403241,1.1515910685161344,1.326161989086132
132,neural_net,2023091707,2523,43334,Derrick Henry,RB,6,33.01454162597656,40.33090972900391,33.96,41.69,1.655601975635229,1.1706873839175156,1.3705089508636366
133,neural_net,2023091707,2523,43334,Derrick Henry,RB,7,33.1280403137207,40.7346076965332,34.27,42.09,1.7723318598344262,1.2532278766018885,1.5705801106920785
134,neural_net,2023091707,2523,43334,Derrick Henry,RB,8,33.303340911865234,41.127811431884766,34.58,42.48,1.8596430708764,1.3149662260032775,1.729136175529303
135,neural_net,2023091707,2523,43334,Derrick Henry,RB,9,33.39610290527344,41.41401290893555,34.89,42.86,2.0790880686391096,1.4701372720187569,2.161303598578752
136,neural_net,2023091707,2817,44856,Gerald Everett,TE,1,45.00694274902344,35.51944351196289,44.76,36.28,0.7996417277697536,0.56543208822572,0.3197134463952984
137,neural_net,2023091707,2817,44856,Gerald Everett,TE,2,44.70587158203125,35.48955535888672,44.12,36.11,0.8533446333797327,0.6034057769519573,0.3640985316589952
138,neural_net,2023091707,2817,44856,Gerald Everett,TE,3,44.44318008422852,35.38517761230469,43.5,35.91,1.0793642619206525,0.7632257889745062,0.5825136049557574
139,neural_net,2023091707,2817,44856,Gerald Everett,TE,4,44.24915313720703,35.386375427246094,42.91,35.7,1.375387762606064,0.9725460136997414,0.9458457487632576
140,neural_net,2023091707,2817,44856,Gerald Everett,TE,5,44.20415878295898,35.33188247680664,42.34,35.47,1.8692684179368613,1.321772374181004,1.7470822091480884
141,neural_net,2023091707,2817,44856,Gerald Everett,TE,6,43.836029052734375,35.262046813964844,41.8,35.24,2.0361484144296678,1.4397743513454546,2.0729501827922245
142,neural_net,2023091707,2817,44856,Gerald Everett,TE,7,43.76292419433594,35.168060302734375,41.28,34.99,2.4893007102856446,1.7602014126554688,3.098309013114308
143,neural_net,2023091707,2817,44856,Gerald Everett,TE,8,43.47505569458008,35.1986083984375,40.81,34.73,2.70594081352491,1.913389098732907,3.661057843149926
144,neural_net,2023091707,2817,44856,Gerald Everett,TE,9,43.24143981933594,35.07389831542969,40.36,34.47,2.9440429018330456,2.081752699990268,4.33369430391677
145,neural_net,2023091708,166,52444,Xavier McKinney,SS,1,83.76966857910156,42.67958831787109,85.66,45.41,3.320918673310425,2.348244113666835,5.514250417370938
146,neural_net,2023091708,166,52444,Xavier McKinney,SS,2,83.8996810913086,43.11349105834961,86.01,45.71,3.345938520124204,2.365935817013106,5.597652290225473
147,neural_net,2023091708,166,52444,Xavier McKinney,SS,3,84.23745727539062,43.39826583862305,86.37,46.0,3.3640391077929275,2.378734865297122,5.658379559380117
148,neural_net,2023091708,166,52444,Xavier McKinney,SS,4,84.44026184082031,43.61304473876953,86.78,46.3,3.5628785033138075,2.5193355502369705,6.347051614687819
149,neural_net,2023091708,166,52444,Xavier McKinney,SS,5,84.71818542480469,43.90960693359375,87.21,46.57,3.645110580618675,2.577482409730299,6.643415572469108
150,neural_net,2023091708,166,52444,Xavier McKinney,SS,6,84.80812072753906,44.23626327514648,87.69,46.82,3.870519810619336,2.7368708048058044,7.4904618021983715
151,neural_net,2023091708,166,52444,Xavier McKinney,SS,7,84.97549438476562,44.512474060058594,88.2,47.05,4.103227310124743,2.901419855739043,8.418237179276769
152,neural_net,2023091708,166,52444,Xavier McKinney,SS,8,85.4656982421875,44.95048141479492,88.75,47.27,4.020796501127863,2.843132471718655,8.08340225174103
153,neural_net,2023091708,166,52444,Xavier McKinney,SS,9,85.56665802001953,45.17730712890625,89.34,47.47,4.415263332922176,3.1220626434335883,9.747275149523524
154,neural_net,2023091708,166,52444,Xavier McKinney,SS,10,85.94773864746094,45.60235977172852,89.97,47.66,4.518016124044985,3.194719838822371,10.206234848565238
155,neural_net,2023091708,2300,45102,Zach Pascal,WR,1,49.97088623046875,13.009639739990234,50.99,13.83,1.3082751359907014,0.9250902203167776,0.8557919157257441
156,neural_net,2023091708,2300,45102,Zach Pascal,WR,2,50.157596588134766,12.667510032653809,51.3,13.28,1.296236674199993,0.9165777423495128,0.8401147577705299
157,neural_net,2023091708,2300,45102,Zach Pascal,WR,3,50.37199020385742,12.137941360473633,51.61,12.76,1.38550539744686,0.9797002619052372,0.9598126031771904
158,neural_net,2023091708,2300,45102,Zach Pascal,WR,4,50.4649658203125,11.67079734802246,51.94,12.27,1.592095992515302,1.1257818726074968,1.2673848246916422
159,neural_net,2023091708,2300,45102,Zach Pascal,WR,5,50.63316345214844,11.315513610839844,52.27,11.81,1.7098978546823436,1.2090803681822149,1.4618753367236403
160,neural_net,2023091708,2300,45102,Zach Pascal,WR,6,50.76894760131836,10.793255805969238,52.6,11.39,1.9258391728872943,1.361773938623298,1.8544282599136093
161,neural_net,2023091708,2300,45102,Zach Pascal,WR,7,50.82463073730469,10.410638809204102,52.93,11.03,2.1945815129464465,1.5518034696710654,2.408094008483157
162,neural_net,2023091708,2300,45102,Zach Pascal,WR,8,51.1519889831543,9.90433120727539,53.24,10.73,2.245332706248308,1.5876899826081208,2.5207594808741747
163,neural_net,2023091708,2300,45102,Zach Pascal,WR,9,51.35974884033203,9.449798583984377,53.55,10.49,2.424710112221208,1.7145289627632103,2.93960956415389
164,neural_net,2023091708,2300,45102,Zach Pascal,WR,10,51.67926788330078,8.95354175567627,53.87,10.32,2.581959593141945,1.8257211370603288,3.33325767030886
165,neural_net,2023091709,1524,46127,Isaiah Oliver,FS,1,57.04320526123047,15.97331714630127,56.3,16.83,1.134133842252338,0.8019537306297823,0.6431297860710253
166,neural_net,2023091709,1524,46127,Isaiah Oliver,FS,2,56.89315414428711,15.732641220092772,56.19,16.61,1.124359452892373,0.7950421936313935,0.6320920896542181
167,neural_net,2023091709,1524,46127,Isaiah Oliver,FS,3,56.66800308227539,15.363723754882812,56.07,16.4,1.1964431213413538,0.8460130444044706,0.7157380713025207
168,neural_net,2023091709,1524,46127,Isaiah Oliver,FS,4,56.63718032836914,15.040260314941406,55.97,16.2,1.3379558018344853,0.9460776204050492,0.8950628638312801
169,neural_net,2023091709,1524,46127,Isaiah Oliver,FS,5,56.53826141357422,14.760709762573242,55.85,16.01,1.4263344175700832,1.0085707389035703,1.0172149353724942
170,neural_net,2023091709,1524,46127,Isaiah Oliver,FS,6,56.33160400390625,14.437326431274414,55.73,15.82,1.5078838069189493,1.066234865113776,1.1368567875841915
